action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,ligand_efficiency.bei,ligand_efficiency.le,ligand_efficiency.lle,ligand_efficiency.sei,ligand_efficiency
,,41225,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(F)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL76983,,CHEMBL76983,,0,http://www.openphacts.org/units/Nanomolar,137188,>,1,1,>,,Ki,nM,,400000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,400.0,,,,,
,,41226,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL308134,,CHEMBL308134,,0,http://www.openphacts.org/units/Nanomolar,137198,=,1,1,=,,IC50,nM,,125000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,125.0,,,,,
,,41227,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(O)c([N+](=O)[O-])c1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL308134,,CHEMBL308134,4.31,0,http://www.openphacts.org/units/Nanomolar,137198,=,1,1,=,,Ki,nM,,49000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,49.0,20.03,0.37,2.58,3.88,
,,42300,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL136491,,CHEMBL136491,7.85,0,http://www.openphacts.org/units/Nanomolar,262243,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.014,24.03,0.47,3.26,11.94,
,,42432,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=C(C#N)C#N)c1ccc(N)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL77280,,CHEMBL77280,,0,http://www.openphacts.org/units/Nanomolar,137181,>,1,1,>,,IC50,nM,,1250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1250.0,,,,,
,Not Active,42433,[],CHEMBL674645,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL42423,4-Nitrocatechol,CHEMBL42423,,0,http://www.openphacts.org/units/Nanomolar,137226,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,Not Active,42434,[],CHEMBL675638,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000192,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL42423,4-Nitrocatechol,CHEMBL42423,,0,http://www.openphacts.org/units/Nanomolar,137226,,1,0,,,Ki,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,,,,,,
,,43662,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL76557,,CHEMBL76557,,0,http://www.openphacts.org/units/Nanomolar,137178,=,1,1,=,,IC50,nM,,625000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,625.0,,,,,
,,43663,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CCNC(=O)/C(C#N)=C/c1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL76557,,CHEMBL76557,,0,http://www.openphacts.org/units/Nanomolar,137178,=,1,1,=,,Ki,nM,,360000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,360.0,,,,,
,,44685,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(Nc2ncnc3ccc(N)cc23)c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL336113,,CHEMBL336113,6.00,0,http://www.openphacts.org/units/Nanomolar,262227,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0,23.97,0.43,2.74,9.40,
,,44690,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,C/N=N/Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL133024,,CHEMBL133024,7.00,0,http://www.openphacts.org/units/Nanomolar,262245,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,22.38,0.43,2.56,9.39,
,,44695,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)/N=N/c1ccc2ncnc(N(C)c3ccccc3)c2c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL344652,,CHEMBL344652,4.88,0,http://www.openphacts.org/units/Nanomolar,262234,=,1,1,=,,IC50,nM,,13350.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,13.35,15.91,0.29,0.91,8.55,
,,44885,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=CNc1ccc(O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL77814,,CHEMBL77814,,0,http://www.openphacts.org/units/Nanomolar,137223,=,1,1,=,,IC50,nM,,350000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,350.0,,,,,
,,44886,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=CN/C=C/c1cc(O)ccc1O,,,CHEMBL1124610,J Med Chem,1989,CHEMBL47986,ERBSTATIN,CHEMBL47986,4.85,0,http://www.openphacts.org/units/Nanomolar,137221,=,1,1,=,,IC50,nM,,14000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,14.0,27.09,0.51,4.04,6.98,
,Not Active,44964,[],CHEMBL674646,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(O)cc1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL441343,PARABEN,CHEMBL441343,,0,http://www.openphacts.org/units/Nanomolar,137240,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,Not Active,44965,[],CHEMBL676065,Inhibition of EGF-dependent epidermal growth factor receptor autophosphorylation (inactive),B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)c1ccc(O)cc1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL441343,PARABEN,CHEMBL441343,,0,http://www.openphacts.org/units/Nanomolar,137240,,1,0,,,Ki,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,,,,,,
,,45867,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccn4)cc23)c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL138125,,CHEMBL138125,6.62,0,http://www.openphacts.org/units/Nanomolar,262239,=,1,1,=,,IC50,nM,,238.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.238,15.25,0.32,1.11,7.57,
,,45872,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Brc1cccc(Nc2ncnc3ccc(N/N=N/CCN4CCOCC4)cc23)c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL137364,,CHEMBL137364,7.19,0,http://www.openphacts.org/units/Nanomolar,262236,=,1,1,=,,IC50,nM,,64.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.064,15.76,0.34,2.94,8.27,
,,45958,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=C1C(=O)NC(=O)NC1=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL308339,,CHEMBL308339,,0,http://www.openphacts.org/units/Nanomolar,137222,=,1,1,=,,IC50,nM,,1400000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1400.0,,,,,
,,45961,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL78174,,CHEMBL78174,,0,http://www.openphacts.org/units/Nanomolar,137209,=,1,1,=,,IC50,nM,,430000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,430.0,,,,,
,,45962,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc(C(=O)O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL78174,,CHEMBL78174,,0,http://www.openphacts.org/units/Nanomolar,137209,=,1,1,=,,Ki,nM,,143000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,143.0,,,,,
,,46694,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc(C(=O)NCCN2CCOCC2)[nH]1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL302552,,CHEMBL302552,7.66,0,http://www.openphacts.org/units/Nanomolar,119505,=,1,1,=,,IC50,nM,,22.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.022,14.96,0.29,4.76,6.16,
,,47278,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL309598,,CHEMBL309598,4.87,0,http://www.openphacts.org/units/Nanomolar,137174,=,1,1,=,,IC50,nM,,13500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,13.5,22.32,0.42,3.75,3.79,
,,47279,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=C(O)c1cc(O)c(O)c(O)c1,,,CHEMBL1124610,J Med Chem,1989,CHEMBL309598,,CHEMBL309598,5.35,0,http://www.openphacts.org/units/Nanomolar,137174,=,1,1,=,,Ki,nM,,4500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,4.5,24.51,0.46,4.23,4.16,
,,47286,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C=C(C#N)C#N)cc1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL78302,,CHEMBL78302,,0,http://www.openphacts.org/units/Nanomolar,137206,>,1,1,>,,IC50,nM,,250000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,250.0,,,,,
,,47933,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL67057,,CHEMBL67057,8.35,0,http://www.openphacts.org/units/Nanomolar,119500,=,1,1,=,,IC50,nM,,4.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.0045,14.91,0.27,3.53,7.12,
,,47936,[],CHEMBL621151,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL67057,,CHEMBL67057,7.00,0,http://www.openphacts.org/units/Nanomolar,119500,=,1,1,=,,IC50,nM,,100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.1,,,,,
,Not Determined,47938,[],CHEMBL615490,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells (Not tested),F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL67057,,CHEMBL67057,,0,http://www.openphacts.org/units/Nanomolar,119500,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,48459,[],CHEMBL677833,In vitro inhibition of Epidermal growth factor receptor tyrosine kinase isolated from A431 (human carcinoma).,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccc2ncnc(NCc3ccccc3)c2c1,,,CHEMBL1145114,J Med Chem,2003,CHEMBL332096,,CHEMBL332096,6.29,0,http://www.openphacts.org/units/Nanomolar,262229,=,1,1,=,,IC50,nM,,508.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.508,25.15,0.45,3.47,9.86,
,,48552,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL77387,,CHEMBL77387,,0,http://www.openphacts.org/units/Nanomolar,137211,=,1,1,=,,IC50,nM,,450000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,450.0,,,,,
,,48553,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL77387,,CHEMBL77387,,0,http://www.openphacts.org/units/Nanomolar,137211,=,1,1,=,,Ki,nM,,150000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,150.0,,,,,
,,49320,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL432903,,CHEMBL432903,6.70,0,http://www.openphacts.org/units/Nanomolar,119484,=,1,1,=,,IC50,nM,,200.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.2,12.74,0.25,2.18,5.82,
,,49323,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL69964,,CHEMBL69964,6.68,0,http://www.openphacts.org/units/Nanomolar,119492,=,1,1,=,,IC50,nM,,210.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.21,13.46,0.26,3.15,6.28,
,,49326,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL65848,,CHEMBL65848,5.85,0,http://www.openphacts.org/units/Nanomolar,119501,=,1,1,=,,IC50,nM,,1410.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.41,12.43,0.23,2.54,5.21,
,,49329,[],CHEMBL621151,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL65848,,CHEMBL65848,5.30,0,http://www.openphacts.org/units/Nanomolar,119501,=,1,1,=,,IC50,nM,,5000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0,,,,,
,,49331,[],CHEMBL615325,Inhibition of ligand-induced proliferation in human EGF-R Kinase expressing 3T3 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL65848,,CHEMBL65848,5.37,0,http://www.openphacts.org/units/Nanomolar,119501,=,1,1,=,,IC50,nM,,4320.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,4.32,,,,,
,Not Determined,49415,[],CHEMBL679675,Inhibition of Epidermal growth factor receptor (not tested),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1,,,CHEMBL1132739,Bioorg Med Chem Lett,2000,CHEMBL69129,,CHEMBL69129,,0,http://www.openphacts.org/units/Nanomolar,120765,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,,,,,,
,,49986,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(F)cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL78184,,CHEMBL78184,,0,http://www.openphacts.org/units/Nanomolar,137170,=,1,1,=,,IC50,nM,,833000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,833.0,,,,,
,,49987,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#C/C(=C\c1ccc(F)cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL78184,,CHEMBL78184,,0,http://www.openphacts.org/units/Nanomolar,137170,=,1,1,=,,Ki,nM,,2500000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,2500.0,,,,,
,,49988,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,,,CHEMBL1124610,J Med Chem,1989,CHEMBL76985,,CHEMBL76985,4.33,0,http://www.openphacts.org/units/Nanomolar,137173,=,1,1,=,,IC50,nM,,47000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,47.0,21.51,0.39,2.84,5.54,
,,49989,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,N#C/C(=C\c1ccc(C=O)cc1)C(=O)O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL76985,,CHEMBL76985,,0,http://www.openphacts.org/units/Nanomolar,137173,=,1,1,=,,Ki,nM,,140000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,140.0,,,,,
,,49992,[],CHEMBL674643,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)/C=C/c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL145,CAFFEIC ACID,CHEMBL145,,0,http://www.openphacts.org/units/Nanomolar,137201,=,1,1,=,,IC50,nM,,1200000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1200.0,,,,,
,,49993,[],CHEMBL675636,Inhibitory concentration of EGF dependent autophosphorylation of epidermal growth factor receptor kinase,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(O)/C=C/c1ccc(O)c(O)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1124610,J Med Chem,1989,CHEMBL145,CAFFEIC ACID,CHEMBL145,,0,http://www.openphacts.org/units/Nanomolar,137201,=,1,1,=,,Ki,nM,,400000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,Ki,uM,UO_0000065,,400.0,,,,,
,,50668,[],CHEMBL674637,Inhibitory activity towards tyrosine phosphorylation for the epidermal growth factor-receptor kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,,,CHEMBL1134862,Bioorg Med Chem Lett,2002,CHEMBL69629,,CHEMBL69629,8.19,0,http://www.openphacts.org/units/Nanomolar,119487,=,1,1,=,,IC50,nM,,6.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.0065,15.57,0.30,4.99,6.59,
